date,r_fighter,b_fighter,winner,weight_class
06/27/2015,Leandro Silva,Lewis Gonzalez,Red,Welterweight
06/27/2015,Tony Sims,Steve Montgomery,Red,Welterweight
06/27/2015,Sirwan Kakai,Danny Martinez,Red,Bantamweight
06/20/2015,Joanna Jedrzejczyk,Jessica Penne,Red,UFC Women's Strawweight Title
06/20/2015,Tatsuya Kawajiri,Dennis Siver,Red,Featherweight
06/20/2015,Peter Sobotta,Steve Kennedy,Red,Welterweight
06/20/2015,Nick Hein,Lukasz Sajewski,Red,Lightweight
06/20/2015,Makwan Amirkhani,Masio Fullen,Red,Featherweight
06/20/2015,Mairbek Taisumov,Alan Patrick,Red,Lightweight
06/20/2015,Arnold Allen,Alan Omer,Red,Featherweight
06/20/2015,Noad Lahat,Niklas Backstrom,Red,Featherweight
06/20/2015,Scott Askham,Antonio Dos Santos,Red,Middleweight
06/20/2015,Magomed Mustafaev,Piotr Hallmann,Red,Lightweight
06/20/2015,Taylor Lapilus,Yuta Sasaki,Red,Bantamweight
06/13/2015,Fabricio Werdum,Cain Velasquez,Red,UFC Heavyweight Title
06/13/2015,Eddie Alvarez,Gilbert Melendez,Red,Lightweight
06/13/2015,Kelvin Gastelum,Nate Marquardt,Red,Middleweight
06/13/2015,Yair Rodriguez,Charles Rosa,Red,Featherweight
06/13/2015,Tecia Torres,Angela Hill,Red,Women's Strawweight
06/13/2015,Henry Cejudo,Chico Camus,Red,Flyweight
06/13/2015,Efrain Escudero,Drew Dober,Red,Lightweight
06/13/2015,Patrick Williams,Alejandro Perez,Red,Bantamweight
06/13/2015,Johnny Case,Francisco Trevino,Red,Lightweight
06/13/2015,Cathal Pendred,Augusto Montano,Red,Welterweight
06/13/2015,Gabriel Benitez,Clay Collard,Red,Featherweight
06/06/2015,Dan Henderson,Tim Boetsch,Red,Middleweight
06/06/2015,Ben Rothwell,Matt Mitrione,Red,Heavyweight
06/06/2015,Dustin Poirier,Yancy Medeiros,Red,Lightweight
06/06/2015,Brian Ortega,Thiago Tavares,Red,Featherweight
06/06/2015,Anthony Birchak,Joe Soto,Red,Bantamweight
06/06/2015,Francisco Rivera,Alex Caceres,Red,Bantamweight
06/06/2015,Shawn Jordan,Derrick Lewis,Red,Heavyweight
06/06/2015,Omari Akhmedov,Brian Ebersole,Red,Welterweight
06/06/2015,Chris Wade,Christos Giagos,Red,Lightweight
06/06/2015,Joe Proctor,Justin Edwards,Red,Lightweight
06/06/2015,Jake Collier,Ricardo Abreu,Red,Middleweight
06/06/2015,Jose Quinonez,Leonardo Morales,Red,Bantamweight
05/30/2015,Carlos Condit,Thiago Alves,Red,Welterweight
05/30/2015,Charles Oliveira,Nik Lentz,Red,Featherweight
05/30/2015,Alex Oliveira,KJ Noons,Red,Welterweight
05/30/2015,Francimar Barroso,Ryan Jimmo,Red,Light Heavyweight
05/30/2015,Francisco Trinaldo,Norman Parke,Red,Lightweight
05/30/2015,Darren Till,Wendell Oliveira Marques,Red,Welterweight
05/30/2015,Jussier Formiga,Wilson Reis,Red,Flyweight
05/30/2015,Nicolas Dalby,Elizeu Zaleski dos Santos,Red,Welterweight
05/30/2015,Mirsad Bektic,Lucas Martins,Red,Featherweight
05/30/2015,Juliana Lima,Ericka Almeida,Red,Women's Strawweight
05/30/2015,Tom Breese,Luiz Dutra,Red,Welterweight
05/23/2015,Daniel Cormier,Anthony Johnson,Red,UFC Light Heavyweight Title
05/23/2015,Chris Weidman,Vitor Belfort,Red,UFC Middleweight Title
05/23/2015,Donald Cerrone,John Makdessi,Red,Lightweight
05/23/2015,Andrei Arlovski,Travis Browne,Red,Heavyweight
05/23/2015,Joseph Benavidez,John Moraga,Red,Flyweight
05/23/2015,John Dodson,Zach Makovsky,Red,Flyweight
05/23/2015,Dong Hyun Kim,Joshua Burkman,Red,Welterweight
05/23/2015,Rafael Natal,Uriah Hall,Red,Middleweight
05/23/2015,Colby Covington,Mike Pyle,Red,Welterweight
05/23/2015,Islam Makhachev,Leo Kuntz,Red,Lightweight
05/23/2015,Justin Scoggins,Josh Sampo,Red,Flyweight
05/16/2015,Frankie Edgar,Urijah Faber,Red,Featherweight
05/16/2015,Gegard Mousasi,Constantinos Philippou,Red,Middleweight
05/16/2015,Mark Munoz,Luke Barnatt,Red,Middleweight
05/16/2015,Neil Magny,Hyun Gyu Lim,Red,Welterweight
05/16/2015,Phillipe Nover,Yui Chul Nam,Red,Featherweight
05/16/2015,Levan Makashvili,Mark Eddiva,Red,Featherweight
05/16/2015,Jon Tuck,Tae Hyun Bang,Red,Lightweight
05/16/2015,Kajan Johnson,Zhang Lipeng,Red,Lightweight
05/16/2015,Li Jingliang,Dhiego Lima,Red,Welterweight
05/16/2015,Guangyou Ning,Royston Wee,Red,Bantamweight
05/16/2015,Jon Delos Reyes,Roldan Sangcha'an,Red,Flyweight
05/16/2015,Yao Zhikui,Nolan Ticman,Red,Flyweight
05/09/2015,Stipe Miocic,Mark Hunt,Red,Heavyweight
05/09/2015,Robert Whittaker,Brad Tavares,Red,Middleweight
05/09/2015,Sean O'Connell,Anthony Perosh,Red,Light Heavyweight
05/09/2015,James Vick,Jake Matthews,Red,Lightweight
05/09/2015,Dan Hooker,Hatsu Hioki,Red,Featherweight
05/09/2015,Kyle Noke,Jonavin Webb,Red,Welterweight
05/09/2015,Sam Alvey,Daniel Kelly,Red,Middleweight
05/09/2015,Bec Rawlings,Lisa Ellis,Red,Women's Strawweight
05/09/2015,Brad Scott,Dylan Andrews,Red,Middleweight
05/09/2015,Alex Chambers,Kailin Curran,Red,Women's Strawweight
05/09/2015,Brendan O'Reilly,Vik Grujic,Red,Welterweight
05/09/2015,Ben Nguyen,Alptekin Ozkilic,Red,Flyweight
04/25/2015,Demetrious Johnson,Kyoji Horiguchi,Red,UFC Flyweight Title
04/25/2015,Quinton Jackson,Fabio Maldonado,Red,Catch Weight
04/25/2015,Michael Bisping,CB Dollaway,Red,Middleweight
04/25/2015,John Makdessi,Shane Campbell,Red,Catch Weight
04/25/2015,Thomas Almeida,Yves Jabouin,Red,Bantamweight
04/25/2015,Patrick Cote,Joe Riggs,Red,Welterweight
04/25/2015,Alexis Davis,Sarah Kaufman,Red,Women's Bantamweight
04/25/2015,Chad Laprise,Bryan Barberena,Red,Lightweight
04/25/2015,Olivier Aubin-Mercier,David Michaud,Red,Lightweight
04/25/2015,Nordine Taleb,Chris Clements,Red,Welterweight
04/25/2015,Valerie Letourneau,Jessica Rakoczy,Red,Women's Strawweight
04/25/2015,Randa Markos,Aisling Daly,Red,Women's Strawweight
04/18/2015,Luke Rockhold,Lyoto Machida,Red,Middleweight
04/18/2015,Jacare Souza,Chris Camozzi,Red,Middleweight
04/18/2015,Max Holloway,Cub Swanson,Red,Featherweight
04/18/2015,Paige VanZant,Felice Herrig,Red,Women's Strawweight
04/18/2015,Beneil Dariush,Jim Miller,Red,Lightweight
04/18/2015,Ovince Saint Preux,Patrick Cummins,Red,Light Heavyweight
04/18/2015,Gian Villante,Corey Anderson,Red,Light Heavyweight
04/18/2015,Aljamain Sterling,Takeya Mizugaki,Red,Bantamweight
04/18/2015,Tim Means,George Sullivan,Red,Welterweight
04/18/2015,Diego Brandao,Jimy Hettes,Red,Featherweight
04/18/2015,Chris Dempsey,Eddie Gordon,Red,Middleweight
04/11/2015,Mirko Filipovic,Gabriel Gonzaga,Red,Heavyweight
04/11/2015,Jimi Manuwa,Jan Blachowicz,Red,Light Heavyweight
04/11/2015,Pawel Pawlak,Sheldon Westcott,Red,Welterweight
04/11/2015,Maryna Moroz,Joanne Wood,Red,Women's Strawweight
04/11/2015,Leon Edwards,Seth Baczynski,Red,Welterweight
04/11/2015,Bartosz Fabinski,Garreth McLellan,Red,Middleweight
04/11/2015,Sergio Moraes,Mickael Lebout,Red,Welterweight
04/11/2015,Yaotzin Meza,Damian Stasiak,Red,Featherweight
04/11/2015,Anthony Hamilton,Daniel Omielanczuk,Red,Heavyweight
04/11/2015,Aleksandra Albu,Izabela Badurek,Red,Women's Strawweight
04/11/2015,Stevie Ray,Marcin Bandel,Red,Lightweight
04/11/2015,Taylor Lapilus,Rocky Lee,Red,Featherweight
04/04/2015,Chad Mendes,Ricardo Lamas,Red,Featherweight
04/04/2015,Al Iaquinta,Jorge Masvidal,Red,Lightweight
04/04/2015,Michael Chiesa,Mitch Clarke,Red,Lightweight
04/04/2015,Julianna Pena,Milana Dudieva,Red,Women's Bantamweight
04/04/2015,Clay Guida,Robert Peralta,Red,Featherweight
04/04/2015,Dustin Poirier,Diego Ferreira,Red,Lightweight
04/04/2015,Liz Carmouche,Lauren Murphy,Red,Women's Bantamweight
04/04/2015,Alexander Yakovlev,Gray Maynard,Red,Lightweight
04/04/2015,Timothy Johnson,Shamil Abdurakhimov,Red,Heavyweight
04/04/2015,Ron Stallings,Justin Jones,Red,Middleweight
03/21/2015,Demian Maia,Ryan LaFlare,Red,Welterweight
03/21/2015,Erick Silva,Josh Koscheck,Red,Welterweight
03/21/2015,Leonardo Santos,Anthony Rocco Martin,Red,Lightweight
03/21/2015,Amanda Nunes,Shayna Baszler,Red,Women's Bantamweight
03/21/2015,Gilbert Burns,Alex Oliveira,Red,Lightweight
03/21/2015,Godofredo Pepey,Andre Fili,Red,Featherweight
03/21/2015,Francisco Trinaldo,Akbarh Arreola,Red,Lightweight
03/21/2015,Edimilson Souza,Katsunori Kikuno,Red,Featherweight
03/21/2015,Leonardo Mafra,Cain Carrizosa,Red,Lightweight
03/21/2015,Christos Giagos,Jorge de Oliveira,Red,Lightweight
03/21/2015,Fredy Serrano,Bentley Syler,Red,Flyweight
03/14/2015,Rafael Dos Anjos,Anthony Pettis,Red,UFC Lightweight Title
03/14/2015,Joanna Jedrzejczyk,Carla Esparza,Red,UFC Women's Strawweight Title
03/14/2015,Johny Hendricks,Matt Brown,Red,Welterweight
03/14/2015,Alistair Overeem,Roy Nelson,Red,Heavyweight
03/14/2015,Henry Cejudo,Chris Cariaso,Red,Flyweight
03/14/2015,Ross Pearson,Sam Stout,Red,Lightweight
03/14/2015,Elias Theodorou,Roger Narvaez,Red,Middleweight
03/14/2015,Beneil Dariush,Daron Cruickshank,Red,Lightweight
03/14/2015,Jared Rosholt,Josh Copeland,Red,Heavyweight
03/14/2015,Ryan Benoit,Sergio Pettis,Red,Flyweight
03/14/2015,Joe Duffy,Jake Lindsey,Red,Lightweight
03/14/2015,Germaine de Randamie,Larissa Pacheco,Red,Women's Bantamweight
02/28/2015,Ronda Rousey,Cat Zingano,Red,UFC Women's Bantamweight Title
02/28/2015,Holly Holm,Raquel Pennington,Red,Women's Bantamweight
02/28/2015,Jake Ellenberger,Josh Koscheck,Red,Welterweight
02/28/2015,Alan Jouban,Richard Walsh,Red,Welterweight
02/28/2015,Tony Ferguson,Gleison Tibau,Red,Lightweight
02/28/2015,Roan Carneiro,Mark Munoz,Red,Middleweight
02/28/2015,Tim Means,Dhiego Lima,Red,Welterweight
02/28/2015,Derrick Lewis,Ruan Potts,Red,Heavyweight
02/28/2015,Valmir Lazaro,James Krause,Red,Lightweight
02/28/2015,Masio Fullen,Alex Torres,Red,Featherweight
02/22/2015,Frank Mir,Antonio Silva,Red,Heavyweight
02/22/2015,Michael Johnson,Edson Barboza,Red,Lightweight
02/22/2015,Sam Alvey,Cezar Ferreira,Red,Middleweight
02/22/2015,Adriano Martins,Rustam Khabilov,Red,Lightweight
02/22/2015,Frankie Saenz,Iuri Alcantara,Red,Bantamweight
02/22/2015,Santiago Ponzinibbio,Sean Strickland,Red,Welterweight
02/22/2015,Marion Reneau,Jessica Andrade,Red,Women's Bantamweight
02/22/2015,Matt Dwyer,William Macario,Red,Welterweight
02/22/2015,Mike de la Torre,Tiago dos Santos e Silva,Red,Featherweight
02/22/2015,Douglas Silva de Andrade,Cody Gibson,Red,Bantamweight
02/22/2015,Ivan Jorge,Josh Shockley,Red,Lightweight
02/14/2015,Benson Henderson,Brandon Thatch,Red,Welterweight
02/14/2015,Max Holloway,Cole Miller,Red,Featherweight
02/14/2015,Neil Magny,Kiichi Kunimoto,Red,Welterweight
02/14/2015,Daniel Kelly,Patrick Walsh,Red,Middleweight
02/14/2015,Kevin Lee,Michel Prazeres,Red,Lightweight
02/14/2015,Ray Borg,Chris Kelades,Red,Flyweight
02/14/2015,Efrain Escudero,Rodrigo de Lima,Red,Lightweight
02/14/2015,Chas Skelly,Jim Alers,Red,Featherweight
02/14/2015,Zach Makovsky,Tim Elliott,Red,Flyweight
02/14/2015,James Moontasri,Cody Pfister,Red,Lightweight
01/31/2015,Tyron Woodley,Kelvin Gastelum,Red,Welterweight
01/31/2015,Al Iaquinta,Joe Lauzon,Red,Lightweight
01/31/2015,Thales Leites,Tim Boetsch,Red,Middleweight
01/31/2015,Thiago Alves,Jordan Mein,Red,Welterweight
01/31/2015,Miesha Tate,Sara McMann,Red,Women's Bantamweight
01/31/2015,Derek Brunson,Ed Herman,Red,Middleweight
01/31/2015,John Lineker,Ian McCall,Red,Flyweight
01/31/2015,Rafael Natal,Tom Watson,Red,Middleweight
01/31/2015,Ildemar Alcantara,Richardson Moreira,Red,Middleweight
01/31/2015,Thiago Santos,Andy Enz,Red,Middleweight
01/24/2015,Anthony Johnson,Alexander Gustafsson,Red,Light Heavyweight
01/24/2015,Gegard Mousasi,Dan Henderson,Red,Middleweight
01/24/2015,Ryan Bader,Phil Davis,Red,Light Heavyweight
01/24/2015,Sam Sicilia,Akira Corassani,Red,Featherweight
01/24/2015,Albert Tumenov,Nicholas Musoke,Red,Welterweight
01/24/2015,Kenny Robertson,Sultan Aliev,Red,Welterweight
01/24/2015,Makwan Amirkhani,Andy Ogle,Red,Featherweight
01/24/2015,Nikita Krylov,Stanislav Nedkov,Red,Light Heavyweight
01/24/2015,Mairbek Taisumov,Anthony Christodoulou,Red,Lightweight
01/24/2015,Mirsad Bektic,Paul Redmond,Red,Featherweight
01/24/2015,Viktor Pesta,Konstantin Erokhin,Red,Heavyweight
01/24/2015,Neil Seery,Chris Beal,Red,Flyweight
01/18/2015,Conor McGregor,Dennis Siver,Red,Featherweight
01/18/2015,Donald Cerrone,Benson Henderson,Red,Lightweight
01/18/2015,Uriah Hall,Ron Stallings,Red,Middleweight
01/18/2015,Gleison Tibau,Norman Parke,Red,Lightweight
01/18/2015,Cathal Pendred,Sean Spencer,Red,Welterweight
01/18/2015,Lorenz Larkin,John Howard,Red,Welterweight
01/18/2015,Chris Wade,Zhang Lipeng,Red,Lightweight
01/18/2015,Paddy Holohan,Shane Howell,Red,Flyweight
01/18/2015,Johnny Case,Frankie Perez,Red,Lightweight
01/18/2015,Charles Rosa,Sean Soriano,Red,Featherweight
01/18/2015,Sean O'Connell,Matt Van Buren,Red,Light Heavyweight
01/18/2015,Joby Sanchez,Tateki Matsuda,Red,Flyweight
01/03/2015,Jon Jones,Daniel Cormier,Red,UFC Light Heavyweight Title
01/03/2015,Donald Cerrone,Myles Jury,Red,Lightweight
01/03/2015,Brad Tavares,Nate Marquardt,Red,Middleweight
01/03/2015,Kyoji Horiguchi,Louis Gaudinot,Red,Flyweight
01/03/2015,Paul Felder,Danny Castillo,Red,Lightweight
01/03/2015,Cody Garbrandt,Marcus Brimage,Red,Bantamweight
01/03/2015,Shawn Jordan,Jared Cannonier,Red,Heavyweight
01/03/2015,Evan Dunham,Rodrigo Damm,Red,Lightweight
01/03/2015,Omari Akhmedov,Mats Nilsson,Red,Welterweight
01/03/2015,Marion Reneau,Alexis Dufresne,Red,Women's Bantamweight
12/20/2014,Lyoto Machida,CB Dollaway,Red,Middleweight
12/20/2014,Renan Barao,Mitch Gagnon,Red,Bantamweight
12/20/2014,Patrick Cummins,Antonio Carlos Junior,Red,Light Heavyweight
12/20/2014,Rashid Magomedov,Elias Silverio,Red,Lightweight
12/20/2014,Erick Silva,Mike Rhodes,Red,Welterweight
12/20/2014,Daniel Sarafian,Antonio Dos Santos,Red,Middleweight
12/20/2014,Marcos Rogerio de Lima,Igor Pokrajac,Red,Light Heavyweight
12/20/2014,Renato Moicano,Tom Niinimaki,Red,Featherweight
12/20/2014,Hacran Dias,Darren Elkins,Red,Featherweight
12/20/2014,Leandro Issa,Yuta Sasaki,Red,Bantamweight
12/20/2014,Tim Means,Marcio Alexandre Junior,Red,Welterweight
12/20/2014,Vitor Miranda,Jake Collier,Red,Middleweight
12/13/2014,Junior Dos Santos,Stipe Miocic,Red,Heavyweight
12/13/2014,Rafael Dos Anjos,Nate Diaz,Red,Lightweight
12/13/2014,Alistair Overeem,Stefan Struve,Red,Heavyweight
12/13/2014,Matt Mitrione,Gabriel Gonzaga,Red,Heavyweight
12/13/2014,Joanna Jedrzejczyk,Claudia Gadelha,Red,Women's Strawweight
12/13/2014,John Moraga,Willie Gates,Red,Flyweight
12/13/2014,Ben Saunders,Joe Riggs,Red,Welterweight
12/13/2014,Drew Dober,Jamie Varner,Red,Lightweight
12/13/2014,Bryan Barberena,Joe Ellenberger,Red,Lightweight
12/13/2014,David Michaud,Garett Whiteley,Red,Lightweight
12/13/2014,Henry Cejudo,Dustin Kimura,Red,Bantamweight
12/13/2014,Ian Entwistle,Anthony Birchak,Red,Bantamweight
12/12/2014,Carla Esparza,Rose Namajunas,Red,UFC Women's Strawweight Title
12/12/2014,Charles Oliveira,Jeremy Stephens,Red,Featherweight
12/12/2014,Yancy Medeiros,Joe Proctor,Red,Lightweight
12/12/2014,Jessica Penne,Randa Markos,Red,Women's Strawweight
12/12/2014,Felice Herrig,Lisa Ellis,Red,Women's Strawweight
12/12/2014,Heather Clark,Bec Rawlings,Red,Women's Strawweight
12/12/2014,Joanne Wood,Seo Hee Ham,Red,Women's Strawweight
12/12/2014,Tecia Torres,Angela Magana,Red,Women's Strawweight
12/12/2014,Aisling Daly,Alex Chambers,Red,Women's Strawweight
12/12/2014,Angela Hill,Emily Kagan,Red,Women's Strawweight
12/06/2014,Robbie Lawler,Johny Hendricks,Red,UFC Welterweight Title
12/06/2014,Anthony Pettis,Gilbert Melendez,Red,UFC Lightweight Title
12/06/2014,Travis Browne,Brendan Schaub,Red,Heavyweight
12/06/2014,Todd Duffee,Anthony Hamilton,Red,Heavyweight
12/06/2014,Tony Ferguson,Abel Trujillo,Red,Lightweight
12/06/2014,Urijah Faber,Francisco Rivera,Red,Bantamweight
12/06/2014,Josh Samman,Eddie Gordon,Red,Middleweight
12/06/2014,Corey Anderson,Justin Jones,Red,Light Heavyweight
12/06/2014,Raquel Pennington,Ashlee Evans-Smith,Red,Women's Bantamweight
12/06/2014,Sergio Pettis,Matt Hobar,Red,Bantamweight
12/06/2014,Clay Collard,Alex White,Red,Featherweight
11/22/2014,Frankie Edgar,Cub Swanson,Red,Featherweight
11/22/2014,Edson Barboza,Bobby Green,Red,Lightweight
11/22/2014,Chico Camus,Brad Pickett,Red,Flyweight
11/22/2014,Aleksei Oleinik,Jared Rosholt,Red,Heavyweight
11/22/2014,Joseph Benavidez,Dustin Ortiz,Red,Flyweight
11/22/2014,Matt Wiman,Isaac Vallie-Flagg,Red,Lightweight
11/22/2014,Ruslan Magomedov,Josh Copeland,Red,Heavyweight
11/22/2014,Roger Narvaez,Luke Barnatt,Red,Middleweight
11/22/2014,James Vick,Nick Hein,Red,Lightweight
11/22/2014,Akbarh Arreola,Yves Edwards,Red,Lightweight
11/22/2014,Paige VanZant,Kailin Curran,Red,Women's Strawweight
11/22/2014,Dooho Choi,Juan Manuel Puig,Red,Featherweight
11/15/2014,Fabricio Werdum,Mark Hunt,Red,UFC Interim Heavyweight Title
11/15/2014,Kelvin Gastelum,Jake Ellenberger,Red,Welterweight
11/15/2014,Ricardo Lamas,Dennis Bermudez,Red,Featherweight
11/15/2014,Augusto Montano,Chris Heatherly,Red,Welterweight
11/15/2014,Hector Urbina,Edgar Garcia,Red,Welterweight
11/15/2014,Yair Rodriguez,Leonardo Morales,Red,Ultimate Fighter Latin America Featherweight Tournament Title
11/15/2014,Alejandro Perez,Jose Quinonez,Red,Ultimate Fighter Latin America Bantamweight Tournament Title
11/15/2014,Jessica Eye,Leslie Smith,Red,Women's Bantamweight
11/15/2014,Gabriel Benitez,Humberto Brown Morrison,Red,Featherweight
11/15/2014,Henry Briones,Guido Cannetti,Red,Bantamweight
11/15/2014,Marco Beltran,Marlon Vera,Red,Bantamweight
11/08/2014,Ovince Saint Preux,Mauricio Rua,Red,Light Heavyweight
11/08/2014,Warlley Alves,Alan Jouban,Red,Welterweight
11/08/2014,Claudio Silva,Leon Edwards,Red,Welterweight
11/08/2014,Dhiego Lima,Jorge de Oliveira,Red,Welterweight
11/08/2014,Juliana Lima,Nina Nunes,Red,Women's Strawweight
11/08/2014,Diego Rivas,Rodolfo Rubio Perez,Red,Featherweight
11/08/2014,Caio Magalhaes,Trevor Smith,Red,Middleweight
11/08/2014,Leandro Silva,Charlie Brenneman,Red,Lightweight
11/08/2014,Thomas Almeida,Tim Gorman,Red,Bantamweight
11/08/2014,Colby Covington,Wagner Silva,Red,Welterweight
11/07/2014,Luke Rockhold,Michael Bisping,Red,Middleweight
11/07/2014,Al Iaquinta,Ross Pearson,Red,Lightweight
11/07/2014,Robert Whittaker,Clint Hester,Red,Middleweight
11/07/2014,Soa Palelei,Walt Harris,Red,Heavyweight
11/07/2014,Jake Matthews,Vagner Rocha,Red,Lightweight
11/07/2014,Anthony Perosh,Guto Inocente,Red,Light Heavyweight
11/07/2014,Sam Alvey,Dylan Andrews,Red,Middleweight
11/07/2014,Louis Smolka,Richie Vaculik,Red,Flyweight
11/07/2014,Chris Clements,Vik Grujic,Red,Welterweight
11/07/2014,Daniel Kelly,Luke Zachrich,Red,Middleweight
11/07/2014,Marcus Brimage,Jumabieke Tuerxun,Red,Bantamweight
10/25/2014,Jose Aldo,Chad Mendes,Red,UFC Featherweight Title
10/25/2014,Phil Davis,Glover Teixeira,Red,Light Heavyweight
10/25/2014,Fabio Maldonado,Hans Stringer,Red,Light Heavyweight
10/25/2014,Darren Elkins,Lucas Martins,Red,Featherweight
10/25/2014,Beneil Dariush,Diego Ferreira,Red,Lightweight
10/25/2014,Neil Magny,William Macario,Red,Welterweight
10/25/2014,Yan Cabral,Naoyuki Kotani,Red,Lightweight
10/25/2014,Wilson Reis,Scott Jorgensen,Red,Flyweight
10/25/2014,Andre Fili,Felipe Arantes,Red,Featherweight
10/25/2014,Gilbert Burns,Christos Giagos,Red,Lightweight
10/25/2014,Anthony Rocco Martin,Fabricio Camoes,Red,Lightweight
10/04/2014,Rory MacDonald,Tarec Saffiedine,Red,Welterweight
10/04/2014,Raphael Assuncao,Bryan Caraway,Red,Bantamweight
10/04/2014,Chad Laprise,Yosdenis Cedeno,Red,Lightweight
10/04/2014,Elias Theodorou,Bruno Santos,Red,Middleweight
10/04/2014,Nordine Taleb,Li Jingliang,Red,Welterweight
10/04/2014,Mitch Gagnon,Roman Salazar,Red,Bantamweight
10/04/2014,Daron Cruickshank,Anthony Njokuani,Red,Lightweight
10/04/2014,Olivier Aubin-Mercier,Jake Lindsey,Red,Lightweight
10/04/2014,Paul Felder,Jason Saggo,Red,Lightweight
10/04/2014,Chris Kelades,Paddy Holohan,Red,Flyweight
10/04/2014,Albert Tumenov,Matt Dwyer,Red,Welterweight
10/04/2014,Rick Story,Gunnar Nelson,Red,Welterweight
10/04/2014,Max Holloway,Akira Corassani,Red,Featherweight
10/04/2014,Jan Blachowicz,Ilir Latifi,Red,Light Heavyweight
10/04/2014,Mike Wilkinson,Niklas Backstrom,Red,Featherweight
10/04/2014,Magnus Cedenblad,Scott Askham,Red,Middleweight
10/04/2014,Nicholas Musoke,Alexander Yakovlev,Red,Welterweight
10/04/2014,Dennis Siver,Charles Rosa,Red,Featherweight
10/04/2014,Cathal Pendred,Gasan Umalatov,Red,Welterweight
10/04/2014,Krzysztof Jotko,Tor Troeng,Red,Middleweight
10/04/2014,Mairbek Taisumov,Marcin Bandel,Red,Lightweight
10/04/2014,Zubaira Tukhugov,Ernest Chavez,Red,Featherweight
09/27/2014,Demetrious Johnson,Chris Cariaso,Red,UFC Flyweight Title
09/27/2014,Donald Cerrone,Eddie Alvarez,Red,Lightweight
09/27/2014,Conor McGregor,Dustin Poirier,Red,Featherweight
09/27/2014,Yoel Romero,Tim Kennedy,Red,Middleweight
09/27/2014,Cat Zingano,Amanda Nunes,Red,Women's Bantamweight
09/27/2014,Dominick Cruz,Takeya Mizugaki,Red,Bantamweight
09/27/2014,Jorge Masvidal,James Krause,Red,Lightweight
09/27/2014,Stephen Thompson,Patrick Cote,Red,Welterweight
09/27/2014,Brian Ebersole,John Howard,Red,Welterweight
09/27/2014,Kevin Lee,Jon Tuck,Red,Lightweight
09/27/2014,Manvel Gamburyan,Cody Gibson,Red,Bantamweight
09/20/2014,Mark Hunt,Roy Nelson,Red,Heavyweight
09/20/2014,Myles Jury,Takanori Gomi,Red,Lightweight
09/20/2014,Yoshihiro Akiyama,Amir Sadollah,Red,Welterweight
09/20/2014,Miesha Tate,Rin Nakai,Red,Women's Bantamweight
09/20/2014,Kiichi Kunimoto,Richard Walsh,Red,Welterweight
09/20/2014,Kyoji Horiguchi,Jon Delos Reyes,Red,Flyweight
09/20/2014,Masanori Kanehara,Alex Caceres,Red,Bantamweight
09/20/2014,Katsunori Kikuno,Sam Sicilia,Red,Featherweight
09/20/2014,Hyun Gyu Lim,Takenori Sato,Red,Welterweight
09/20/2014,Kyung Ho Kang,Michinori Tanaka,Red,Bantamweight
09/20/2014,Johnny Case,Kazuki Tokudome,Red,Lightweight
09/20/2014,Maximo Blanco,Dan Hooker,Red,Featherweight
09/13/2014,Andrei Arlovski,Antonio Silva,Red,Heavyweight
09/13/2014,Gleison Tibau,Piotr Hallmann,Red,Lightweight
09/13/2014,Leonardo Santos,Efrain Escudero,Red,Lightweight
09/13/2014,Santiago Ponzinibbio,Wendell Oliveira Marques,Red,Welterweight
09/13/2014,Iuri Alcantara,Russell Doane,Red,Bantamweight
09/13/2014,Jessica Andrade,Larissa Pacheco,Red,Women's Bantamweight
09/13/2014,Godofredo Pepey,Dashon Johnson,Red,Featherweight
09/13/2014,George Sullivan,Igor Araujo,Red,Welterweight
09/13/2014,Francisco Trinaldo,Leandro Silva,Red,Lightweight
09/13/2014,Sean Spencer,Paulo Thiago,Red,Welterweight
09/13/2014,Rani Yahya,Johnny Bedford,Red,Bantamweight
09/05/2014,Jacare Souza,Gegard Mousasi,Red,Middleweight
09/05/2014,Ben Rothwell,Alistair Overeem,Red,Heavyweight
09/05/2014,Matt Mitrione,Derrick Lewis,Red,Heavyweight
09/05/2014,Joe Lauzon,Michael Chiesa,Red,Lightweight
09/05/2014,John Moraga,Justin Scoggins,Red,Flyweight
09/05/2014,Al Iaquinta,Rodrigo Damm,Red,Lightweight
09/05/2014,Rafael Natal,Chris Camozzi,Red,Middleweight
09/05/2014,Chris Beal,Tateki Matsuda,Red,Bantamweight
09/05/2014,Chas Skelly,Sean Soriano,Red,Featherweight
08/30/2014,TJ Dillashaw,Joe Soto,Red,UFC Bantamweight Title
08/30/2014,Tony Ferguson,Danny Castillo,Red,Lightweight
08/30/2014,Bethe Correia,Shayna Baszler,Red,Women's Bantamweight
08/30/2014,Diego Ferreira,Ramsey Nijem,Red,Lightweight
08/30/2014,Yancy Medeiros,Damon Jackson,Red,Lightweight
08/30/2014,Derek Brunson,Lorenz Larkin,Red,Middleweight
08/30/2014,Anthony Hamilton,Ruan Potts,Red,Heavyweight
08/30/2014,Chris Wade,Cain Carrizosa,Red,Lightweight
08/23/2014,Rafael Dos Anjos,Benson Henderson,Red,Lightweight
08/23/2014,Jordan Mein,Mike Pyle,Red,Welterweight
08/23/2014,Thales Leites,Francis Carmont,Red,Middleweight
08/23/2014,Max Holloway,Clay Collard,Red,Catch Weight
