date,r_fighter,b_fighter,winner,weight_class
10/08/2016,Daniel Omielanczuk,Stefan Struve,Blue,Heavyweight
10/08/2016,Mirsad Bektic,Russell Doane,Red,Featherweight
10/08/2016,Brad Pickett,Iuri Alcantara,Blue,Bantamweight
10/08/2016,Davey Grant,Damian Stasiak,Blue,Bantamweight
10/08/2016,Leon Edwards,Albert Tumenov,Red,Welterweight
10/08/2016,Marc Diakiese,Lukasz Sajewski,Red,Lightweight
10/08/2016,Danny Roberts,Mike Perry,Blue,Welterweight
10/08/2016,Adriano Martins,Leonardo Santos,Blue,Lightweight
10/01/2016,John Lineker,John Dodson,Red,Bantamweight
10/01/2016,Alex Oliveira,Will Brooks,Red,Lightweight
10/01/2016,Joshua Burkman,Zak Ottow,Blue,Welterweight
10/01/2016,Louis Smolka,Brandon Moreno,Blue,Flyweight
10/01/2016,Joachim Christensen,Henrique da Silva,Blue,Light Heavyweight
10/01/2016,Andre Fili,Hacran Dias,Red,Featherweight
10/01/2016,Walt Harris,Shamil Abdurakhimov,Blue,Heavyweight
10/01/2016,Keita Nakamura,Elizeu Zaleski dos Santos,Blue,Welterweight
10/01/2016,Tamdan McCrory,Nate Marquardt,Blue,Middleweight
10/01/2016,Jonathan Wilson,Ion Cutelaba,Blue,Light Heavyweight
10/01/2016,Cody East,Curtis Blaydes,Blue,Heavyweight
10/01/2016,Kelly Faszholz,Ketlen Vieira,Blue,Women's Bantamweight
09/24/2016,Lina Lansberg,Cristiane Justino,Blue,Catch Weight
09/24/2016,Renan Barao,Phillipe Nover,Red,Featherweight
09/24/2016,Roy Nelson,Antonio Silva,Red,Heavyweight
09/24/2016,Paul Felder,Francisco Trinaldo,Blue,Lightweight
09/24/2016,Thiago Santos,Eric Spicely,Blue,Middleweight
09/24/2016,Mike de la Torre,Godofredo Pepey,Blue,Featherweight
09/24/2016,Gilbert Burns,Michel Prazeres,Blue,Lightweight
09/24/2016,Rani Yahya,Michinori Tanaka,Red,Bantamweight
09/24/2016,Dustin Ortiz,Jussier Formiga,Blue,Flyweight
09/24/2016,Luan Chagas,Erick Silva,Blue,Welterweight
09/24/2016,Alan Patrick,Stevie Ray,Red,Lightweight
09/24/2016,Hector Urbina,Vicente Luque,Blue,Welterweight
09/24/2016,Gregor Gillespie,Glaico Franca Moreira,Red,Lightweight
09/17/2016,Michael Johnson,Dustin Poirier,Red,Lightweight
09/17/2016,Uriah Hall,Derek Brunson,Blue,Middleweight
09/17/2016,Ricky Glenn,Evan Dunham,Blue,Lightweight
09/17/2016,Roan Carneiro,Kenny Robertson,Red,Welterweight
09/17/2016,Chris Wade,Islam Makhachev,Blue,Lightweight
09/17/2016,Chas Skelly,Maximo Blanco,Red,Featherweight
09/17/2016,Sam Sicilia,Gabriel Benitez,Blue,Featherweight
09/17/2016,Belal Muhammad,Augusto Montano,Red,Welterweight
09/17/2016,Leonardo Guimaraes,Antonio Carlos Junior,Blue,Middleweight
09/17/2016,Joey Gomez,Jose Quinonez,Blue,Bantamweight
09/17/2016,Randy Brown,Erick Montano,Red,Welterweight
09/10/2016,Alistair Overeem,Stipe Miocic,Blue,UFC Heavyweight Title
09/10/2016,Fabricio Werdum,Travis Browne,Red,Heavyweight
09/10/2016,Mickey Gall,CM Punk,Red,Welterweight
09/10/2016,Urijah Faber,Jimmie Rivera,Blue,Bantamweight
09/10/2016,Jessica Andrade,Joanne Wood,Red,Women's Strawweight
09/10/2016,Jessica Eye,Bethe Correia,Blue,Women's Bantamweight
09/10/2016,Brad Tavares,Caio Magalhaes,Red,Middleweight
09/10/2016,Michael McBride,Nik Lentz,Blue,Lightweight
09/10/2016,Jason Gonzalez,Drew Dober,Blue,Lightweight
09/10/2016,Sean Spencer,Yancy Medeiros,Blue,Welterweight
09/03/2016,Andrei Arlovski,Josh Barnett,Blue,Heavyweight
09/03/2016,Jan Blachowicz,Alexander Gustafsson,Blue,Light Heavyweight
09/03/2016,Ryan Bader,Ilir Latifi,Red,Light Heavyweight
09/03/2016,Tae Hyun Bang,Nick Hein,Blue,Lightweight
09/03/2016,Jessin Ayari,Jim Wallhead,Red,Welterweight
09/03/2016,Nicolas Dalby,Peter Sobotta,Blue,Welterweight
09/03/2016,Ashlee Evans-Smith,Veronica Hardy,Red,Women's Bantamweight
09/03/2016,Leandro Issa,Taylor Lapilus,Blue,Bantamweight
09/03/2016,Scott Askham,Jack Hermansson,Blue,Middleweight
09/03/2016,Rustam Khabilov,Leandro Silva,Red,Lightweight
08/27/2016,Demian Maia,Carlos Condit,Red,Welterweight
08/27/2016,Charles Oliveira,Anthony Pettis,Blue,Featherweight
08/27/2016,Bec Rawlings,Paige VanZant,Blue,Women's Strawweight
08/27/2016,Jim Miller,Joe Lauzon,Red,Lightweight
08/27/2016,Kevin Casey,Sam Alvey,Blue,Middleweight
08/27/2016,Kyle Bochniak,Enrique Barzola,Red,Featherweight
08/27/2016,Garreth McLellan,Alessio Di Chirico,Blue,Middleweight
08/27/2016,Shane Campbell,Felipe Silva,Blue,Lightweight
08/27/2016,Thibault Gouti,Chad Laprise,Blue,Lightweight
08/27/2016,Alex Ricci,Jeremy Kennedy,Blue,Lightweight
08/20/2016,Nate Diaz,Conor McGregor,Blue,Welterweight
08/20/2016,Glover Teixeira,Anthony Johnson,Blue,Light Heavyweight
08/20/2016,Rick Story,Donald Cerrone,Blue,Welterweight
08/20/2016,Hyun Gyu Lim,Mike Perry,Blue,Welterweight
08/20/2016,Tim Means,Sabah Homasi,Red,Welterweight
08/20/2016,Cody Garbrandt,Takeya Mizugaki,Red,Bantamweight
08/20/2016,Elizabeth Phillips,Raquel Pennington,Blue,Women's Bantamweight
08/20/2016,Artem Lobov,Chris Avila,Red,Featherweight
08/20/2016,Randa Markos,Cortney Casey,Blue,Women's Strawweight
08/20/2016,Neil Magny,Lorenz Larkin,Blue,Welterweight
08/20/2016,Max Griffin,Colby Covington,Blue,Welterweight
08/20/2016,Marvin Vettori,Alberto Uda,Red,Middleweight
08/06/2016,Yair Rodriguez,Alex Caceres,Red,Featherweight
08/06/2016,Dennis Bermudez,Rony Jason,Red,Featherweight
08/06/2016,Chris Camozzi,Thales Leites,Blue,Middleweight
08/06/2016,Santiago Ponzinibbio,Zak Cummings,Red,Welterweight
08/06/2016,Joseph Gigliotti,Trevor Smith,Blue,Middleweight
08/06/2016,Maryna Moroz,Danielle Taylor,Red,Women's Strawweight
08/06/2016,Dominique Steele,Court McGee,Blue,Welterweight
08/06/2016,Viktor Pesta,Marcin Tybura,Blue,Heavyweight
08/06/2016,David Teymur,Jason Novelli,Red,Lightweight
08/06/2016,Teruto Ishihara,Horacio Gutierrez,Red,Featherweight
08/06/2016,Tatsuya Kawajiri,Cub Swanson,Blue,Featherweight
08/06/2016,Chase Sherman,Justin Ledet,Blue,Heavyweight
07/30/2016,Tyron Woodley,Robbie Lawler,Red,UFC Welterweight Title
07/30/2016,Rose Namajunas,Karolina Kowalkiewicz,Blue,Women's Strawweight
07/30/2016,Matt Brown,Jake Ellenberger,Blue,Welterweight
07/30/2016,Erik Perez,Francisco Rivera,Red,Bantamweight
07/30/2016,Ryan Benoit,Fredy Serrano,Red,Flyweight
07/30/2016,Nikita Krylov,Ed Herman,Red,Light Heavyweight
07/30/2016,Ross Pearson,Jorge Masvidal,Blue,Welterweight
07/30/2016,Anthony Hamilton,Damian Grabowski,Red,Heavyweight
07/30/2016,Wilson Reis,Hector Sandoval,Red,Flyweight
07/30/2016,Cesar Arzamendia,Damien Brown,Blue,Lightweight
07/23/2016,Holly Holm,Valentina Shevchenko,Blue,Women's Bantamweight
07/23/2016,Edson Barboza,Gilbert Melendez,Red,Lightweight
07/23/2016,Bojan Mihajlovic,Francis Ngannou,Blue,Heavyweight
07/23/2016,Felice Herrig,Kailin Curran,Red,Women's Strawweight
07/23/2016,Eddie Wineland,Frankie Saenz,Red,Bantamweight
07/23/2016,Godofredo Pepey,Darren Elkins,Blue,Featherweight
07/23/2016,Alexander Yakovlev,Kamaru Usman,Blue,Welterweight
07/23/2016,Michel Prazeres,JC Cottrell,Red,Lightweight
07/23/2016,Alex Oliveira,James Moontasri,Red,Welterweight
07/23/2016,Jim Alers,Jason Knight,Blue,Featherweight
07/23/2016,Dmitrii Smoliakov,Luis Henrique,Blue,Heavyweight
07/13/2016,Michael McDonald,John Lineker,Blue,Bantamweight
07/13/2016,Tony Ferguson,Lando Vannata,Red,Lightweight
07/13/2016,Tim Boetsch,Josh Samman,Red,Middleweight
07/13/2016,Aleksei Oleinik,Daniel Omielanczuk,Blue,Heavyweight
07/13/2016,Kyle Noke,Keita Nakamura,Blue,Welterweight
07/13/2016,Louis Smolka,Ben Nguyen,Red,Flyweight
07/13/2016,Lauren Murphy,Katlyn Cerminara,Blue,Women's Bantamweight
07/13/2016,Eric Spicely,Sam Alvey,Blue,Middleweight
07/13/2016,Cortney Casey,Cristina Stanciu,Red,Women's Strawweight
07/13/2016,Cody Pfister,Scott Holtzman,Blue,Lightweight
07/13/2016,Rani Yahya,Matthew Lopez,Red,Bantamweight
07/13/2016,Alex Nicholson,Devin Clark,Red,Middleweight
07/09/2016,Miesha Tate,Amanda Nunes,Blue,UFC Women's Bantamweight Title
07/09/2016,Anderson Silva,Daniel Cormier,Blue,Light Heavyweight
07/09/2016,Frankie Edgar,Jose Aldo,Blue,UFC Interim Featherweight Title
07/09/2016,Travis Browne,Cain Velasquez,Blue,Heavyweight
07/09/2016,Julianna Pena,Cat Zingano,Red,Women's Bantamweight
07/09/2016,Kelvin Gastelum,Johny Hendricks,Red,Welterweight
07/09/2016,Raphael Assuncao,TJ Dillashaw,Blue,Bantamweight
07/09/2016,Enrique Marin,Sage Northcutt,Blue,Lightweight
07/09/2016,Diego Sanchez,Joe Lauzon,Blue,Lightweight
07/09/2016,Thiago Santos,Gegard Mousasi,Blue,Middleweight
07/09/2016,Jim Miller,Takanori Gomi,Red,Lightweight
07/08/2016,Claudia Gadelha,Joanna Jedrzejczyk,Blue,UFC Women's Strawweight Title
07/08/2016,Khalil Rountree Jr.,Andrew Sanchez,Blue,Ultimate Fighter 23 Light Heavyweight Tournament Title
07/08/2016,Amanda Cooper,Tatiana Suarez,Blue,Ultimate Fighter 23 Women's Strawweight Tournament Title
07/08/2016,Will Brooks,Ross Pearson,Red,Lightweight
07/08/2016,Thiago Tavares,Dooho Choi,Blue,Featherweight
07/08/2016,Joaquim Silva,Andrew Holbrook,Red,Lightweight
07/08/2016,Fernando Bruno,Gray Maynard,Blue,Featherweight
07/08/2016,John Moraga,Matheus Nicolau,Blue,Flyweight
07/08/2016,Cory Hendricks,Josh Stansbury,Blue,Light Heavyweight
07/08/2016,Cezar Ferreira,Anthony Smith,Red,Middleweight
07/08/2016,Kevin Lee,Jake Matthews,Red,Lightweight
07/08/2016,Li Jingliang,Anton Zafir,Red,Welterweight
07/07/2016,Eddie Alvarez,Rafael Dos Anjos,Red,UFC Lightweight Title
07/07/2016,Derrick Lewis,Roy Nelson,Red,Heavyweight
07/07/2016,Belal Muhammad,Alan Jouban,Blue,Welterweight
07/07/2016,Mitch Clarke,Joe Duffy,Blue,Lightweight
07/07/2016,Mike Pyle,Alberto Mina,Blue,Welterweight
07/07/2016,John Makdessi,Mehdi Baghdad,Red,Lightweight
07/07/2016,Dileno Lopes,Anthony Birchak,Blue,Bantamweight
07/07/2016,Russell Doane,Pedro Munhoz,Blue,Bantamweight
07/07/2016,Felipe Arantes,Jerrod Sanders,Red,Bantamweight
07/07/2016,Gilbert Burns,Lukasz Sajewski,Red,Lightweight
07/07/2016,Reginaldo Vieira,Marco Beltran,Blue,Bantamweight
07/07/2016,Alvaro Herrera Mendoza,Vicente Luque,Blue,Welterweight
06/18/2016,Rory MacDonald,Stephen Thompson,Blue,Welterweight
06/18/2016,Donald Cerrone,Patrick Cote,Red,Welterweight
06/18/2016,Sean O'Connell,Steve Bosse,Blue,Light Heavyweight
06/18/2016,Thibault Gouti,Olivier Aubin-Mercier,Blue,Lightweight
06/18/2016,Valerie Letourneau,Joanne Wood,Blue,Women's Flyweight
06/18/2016,Leandro Silva,Jason Saggo,Blue,Lightweight
06/18/2016,Ion Cutelaba,Misha Cirkunov,Blue,Light Heavyweight
06/18/2016,Krzysztof Jotko,Tamdan McCrory,Red,Middleweight
06/18/2016,Chris Beal,Joe Soto,Blue,Bantamweight
06/18/2016,Sam Alvey,Elias Theodorou,Blue,Middleweight
06/18/2016,Randa Markos,Jocelyn Jones-Lybarger,Red,Women's Strawweight
06/18/2016,Jonathan Meunier,Colby Covington,Blue,Welterweight
06/18/2016,Ali Bagautinov,Geane Herrera,Red,Flyweight
06/04/2016,Luke Rockhold,Michael Bisping,Blue,UFC Middleweight Title
06/04/2016,Dominick Cruz,Urijah Faber,Red,UFC Bantamweight Title
06/04/2016,Max Holloway,Ricardo Lamas,Red,Featherweight
06/04/2016,Dan Henderson,Hector Lombard,Red,Middleweight
06/04/2016,Dustin Poirier,Bobby Green,Red,Lightweight
06/04/2016,Brian Ortega,Clay Guida,Red,Featherweight
06/04/2016,Beneil Dariush,James Vick,Red,Lightweight
06/04/2016,Jessica Penne,Jessica Andrade,Blue,Women's Strawweight
06/04/2016,Cole Miller,Alex Caceres,Blue,Featherweight
06/04/2016,Sean Strickland,Tom Breese,Red,Welterweight
06/04/2016,Henrique da Silva,Jonathan Wilson,Red,Light Heavyweight
06/04/2016,Marco Polo Reyes,Dong Hyun Ma,Red,Lightweight
05/29/2016,Cody Garbrandt,Thomas Almeida,Red,Bantamweight
05/29/2016,Jeremy Stephens,Renan Barao,Red,Featherweight
05/29/2016,Tarec Saffiedine,Rick Story,Blue,Welterweight
05/29/2016,Vitor Miranda,Chris Camozzi,Blue,Middleweight
05/29/2016,Lorenz Larkin,Jorge Masvidal,Red,Welterweight
05/29/2016,Paul Felder,Joshua Burkman,Red,Lightweight
05/29/2016,Sara McMann,Jessica Eye,Red,Women's Bantamweight
05/29/2016,Jordan Rinaldi,Abel Trujillo,Blue,Lightweight
05/29/2016,Jake Collier,Alberto Uda,Red,Middleweight
05/29/2016,Shane Campbell,Erik Koch,Blue,Lightweight
05/29/2016,Bryan Caraway,Aljamain Sterling,Red,Bantamweight
05/29/2016,Adam Milstead,Chris de la Rocha,Red,Heavyweight
05/14/2016,Fabricio Werdum,Stipe Miocic,Blue,UFC Heavyweight Title
05/14/2016,Jacare Souza,Vitor Belfort,Red,Middleweight
05/14/2016,Cristiane Justino,Leslie Smith,Red,Catch Weight
05/14/2016,Corey Anderson,Mauricio Rua,Blue,Light Heavyweight
05/14/2016,Bryan Barberena,Warlley Alves,Red,Welterweight
05/14/2016,Matt Brown,Demian Maia,Blue,Welterweight
05/14/2016,Thiago Santos,Nate Marquardt,Red,Middleweight
05/14/2016,Yancy Medeiros,Francisco Trinaldo,Blue,Lightweight
05/14/2016,Rob Font,John Lineker,Blue,Bantamweight
05/14/2016,Patrick Cummins,Rogerio Nogueira,Blue,Light Heavyweight
05/14/2016,Renato Moicano,Zubaira Tukhugov,Red,Featherweight
05/08/2016,Alistair Overeem,Andrei Arlovski,Red,Heavyweight
05/08/2016,Antonio Silva,Stefan Struve,Blue,Heavyweight
05/08/2016,Albert Tumenov,Gunnar Nelson,Blue,Welterweight
05/08/2016,Germaine de Randamie,Anna Elmose,Red,Women's Bantamweight
05/08/2016,Francimar Barroso,Nikita Krylov,Blue,Light Heavyweight
05/08/2016,Heather Clark,Karolina Kowalkiewicz,Blue,Women's Strawweight
05/08/2016,Chris Wade,Rustam Khabilov,Blue,Lightweight
05/08/2016,Magnus Cedenblad,Garreth McLellan,Red,Middleweight
05/08/2016,Jon Tuck,Josh Emmett,Blue,Lightweight
05/08/2016,Yan Cabral,Reza Madadi,Blue,Lightweight
05/08/2016,Kyoji Horiguchi,Neil Seery,Red,Flyweight
05/08/2016,Leon Edwards,Dominic Waters,Red,Welterweight
05/08/2016,Willie Gates,Yuta Sasaki,Blue,Flyweight
04/23/2016,Jon Jones,Ovince Saint Preux,Red,UFC Interim Light Heavyweight Title
04/23/2016,Henry Cejudo,Demetrious Johnson,Blue,UFC Flyweight Title
04/23/2016,Edson Barboza,Anthony Pettis,Red,Lightweight
04/23/2016,Robert Whittaker,Rafael Natal,Red,Middleweight
04/23/2016,Yair Rodriguez,Andre Fili,Red,Featherweight
04/23/2016,Chris Kelades,Sergio Pettis,Blue,Flyweight
04/23/2016,Dominique Steele,Danny Roberts,Blue,Welterweight
04/23/2016,Carla Esparza,Juliana Lima,Red,Women's Strawweight
04/23/2016,Glaico Franca Moreira,James Vick,Blue,Lightweight
04/23/2016,Walt Harris,Cody East,Red,Heavyweight
04/23/2016,Clint Hester,Marcos Rogerio de Lima,Blue,Light Heavyweight
04/23/2016,Kevin Lee,Efrain Escudero,Red,Lightweight
04/16/2016,Glover Teixeira,Rashad Evans,Red,Light Heavyweight
04/16/2016,Tecia Torres,Rose Namajunas,Blue,Women's Strawweight
04/16/2016,Darrell Horcher,Khabib Nurmagomedov,Blue,Catch Weight
04/16/2016,Cub Swanson,Hacran Dias,Red,Featherweight
04/16/2016,Michael Chiesa,Beneil Dariush,Red,Lightweight
04/16/2016,Raquel Pennington,Bethe Correia,Red,Women's Bantamweight
04/16/2016,Santiago Ponzinibbio,Court McGee,Red,Welterweight
04/16/2016,Michael Graves,Randy Brown,Red,Welterweight
04/16/2016,John Dodson,Manvel Gamburyan,Red,Bantamweight
04/16/2016,Cezar Ferreira,Oluwale Bamgbose,Red,Middleweight
04/16/2016,Elizeu Zaleski dos Santos,Omari Akhmedov,Red,Welterweight
04/10/2016,Junior Dos Santos,Ben Rothwell,Red,Heavyweight
04/10/2016,Gabriel Gonzaga,Derrick Lewis,Blue,Heavyweight
04/10/2016,Francis Ngannou,Curtis Blaydes,Red,Heavyweight
04/10/2016,Marcin Tybura,Timothy Johnson,Blue,Heavyweight
04/10/2016,Jan Blachowicz,Igor Pokrajac,Red,Light Heavyweight
04/10/2016,Cristina Stanciu,Maryna Moroz,Blue,Women's Strawweight
04/10/2016,Nicolas Dalby,Zak Cummings,Blue,Welterweight
04/10/2016,Ian Entwistle,Alejandro Perez,Blue,Bantamweight
04/10/2016,Mairbek Taisumov,Damir Hadzovic,Red,Lightweight
04/10/2016,Filip Pejic,Damian Stasiak,Blue,Bantamweight
04/10/2016,Lucas Martins,Robert Whiteford,Red,Featherweight
04/10/2016,Jared Cannonier,Cyril Asker,Red,Heavyweight
04/10/2016,Bojan Velickovic,Alessio Di Chirico,Red,Middleweight
03/19/2016,Frank Mir,Mark Hunt,Blue,Heavyweight
03/19/2016,Neil Magny,Hector Lombard,Red,Welterweight
03/19/2016,Jake Matthews,Johnny Case,Red,Lightweight
03/19/2016,Antonio Carlos Junior,Daniel Kelly,Blue,Middleweight
03/19/2016,James Te Huna,Steve Bosse,Blue,Light Heavyweight
03/19/2016,Seo Hee Ham,Bec Rawlings,Blue,Women's Strawweight
03/19/2016,Alan Jouban,Brendan O'Reilly,Red,Welterweight
03/19/2016,Mark Eddiva,Dan Hooker,Blue,Featherweight
03/19/2016,Leslie Smith,Rin Nakai,Red,Women's Bantamweight
03/19/2016,Richard Walsh,Viscardi Andrade,Blue,Welterweight
03/19/2016,Ross Pearson,Chad Laprise,Red,Lightweight
03/19/2016,Damien Brown,Alan Patrick,Blue,Lightweight
03/05/2016,Nate Diaz,Conor McGregor,Red,Welterweight
03/05/2016,Miesha Tate,Holly Holm,Red,UFC Women's Bantamweight Title
03/05/2016,Gian Villante,Ilir Latifi,Blue,Light Heavyweight
03/05/2016,Tom Lawlor,Corey Anderson,Blue,Light Heavyweight
03/05/2016,Amanda Nunes,Valentina Shevchenko,Red,Women's Bantamweight
03/05/2016,Siyar Bahadurzada,Brandon Thatch,Red,Welterweight
03/05/2016,Erick Silva,Nordine Taleb,Blue,Welterweight
03/05/2016,Marcelo Guimaraes,Vitor Miranda,Blue,Middleweight
03/05/2016,Chas Skelly,Darren Elkins,Blue,Featherweight
03/05/2016,Diego Sanchez,Jim Miller,Red,Lightweight
03/05/2016,Jason Saggo,Justin Salas,Red,Lightweight
03/05/2016,Teruto Ishihara,Julian Erosa,Red,Featherweight
02/27/2016,Michael Bisping,Anderson Silva,Red,Middleweight
02/27/2016,Thales Leites,Gegard Mousasi,Blue,Middleweight
02/27/2016,Keita Nakamura,Tom Breese,Blue,Welterweight
02/27/2016,Brad Pickett,Francisco Rivera,Red,Bantamweight
02/27/2016,Makwan Amirkhani,Mike Wilkinson,Red,Featherweight
02/27/2016,Marlon Vera,Davey Grant,Blue,Bantamweight
02/27/2016,Chris Dempsey,Scott Askham,Blue,Middleweight
02/27/2016,Arnold Allen,Yaotzin Meza,Red,Featherweight
02/27/2016,Brad Scott,Krzysztof Jotko,Blue,Middleweight
02/27/2016,Rustam Khabilov,Norman Parke,Red,Lightweight
02/27/2016,Daniel Omielanczuk,Jarjis Danho,Red,Heavyweight
02/27/2016,Thibault Gouti,Teemu Packalen,Blue,Lightweight
02/27/2016,David Teymur,Martin Svensson,Red,Lightweight
02/21/2016,Alex Oliveira,Donald Cerrone,Blue,Welterweight
02/21/2016,Derek Brunson,Roan Carneiro,Red,Middleweight
02/21/2016,Cody Garbrandt,Augusto Mendes,Red,Catch Weight
02/21/2016,Tatsuya Kawajiri,Dennis Bermudez,Blue,Featherweight
02/21/2016,Chris Camozzi,Joe Riggs,Red,Middleweight
02/21/2016,James Krause,Shane Campbell,Red,Lightweight
02/21/2016,Alex Garcia,Sean Strickland,Blue,Welterweight
02/21/2016,Daniel Sarafian,Oluwale Bamgbose,Blue,Middleweight
02/21/2016,Anthony Smith,Leonardo Guimaraes,Red,Middleweight
02/21/2016,Jonavin Webb,Nathan Coy,Blue,Welterweight
02/21/2016,Marion Reneau,Ashlee Evans-Smith,Blue,Women's Bantamweight
02/21/2016,Kelly Faszholz,Lauren Murphy,Blue,Women's Bantamweight
02/21/2016,Shamil Abdurakhimov,Anthony Hamilton,Red,Heavyweight
02/06/2016,Johny Hendricks,Stephen Thompson,Blue,Welterweight
02/06/2016,Jared Rosholt,Roy Nelson,Blue,Heavyweight
02/06/2016,Ovince Saint Preux,Rafael Cavalcante,Red,Light Heavyweight
02/06/2016,Zach Makovsky,Joseph Benavidez,Blue,Flyweight
02/06/2016,Misha Cirkunov,Alex Nicholson,Red,Light Heavyweight
02/06/2016,Sean Spencer,Mike Pyle,Blue,Welterweight
02/06/2016,Joshua Burkman,KJ Noons,Red,Lightweight
02/06/2016,Derrick Lewis,Damian Grabowski,Red,Heavyweight
02/06/2016,Justin Scoggins,Ray Borg,Red,Flyweight
02/06/2016,Diego Rivas,Noad Lahat,Red,Featherweight
02/06/2016,Mickey Gall,Mike Jackson,Red,Welterweight
02/06/2016,Artem Lobov,Alex White,Blue,Featherweight
01/30/2016,Anthony Johnson,Ryan Bader,Red,Light Heavyweight
01/30/2016,Ben Rothwell,Josh Barnett,Red,Heavyweight
01/30/2016,Jimmie Rivera,Iuri Alcantara,Red,Bantamweight
01/30/2016,Sage Northcutt,Bryan Barberena,Blue,Welterweight
01/30/2016,Tarec Saffiedine,Jake Ellenberger,Red,Welterweight
01/30/2016,Olivier Aubin-Mercier,Diego Ferreira,Blue,Lightweight
01/30/2016,Rafael Natal,Kevin Casey,Red,Middleweight
01/30/2016,Dustin Ortiz,Wilson Reis,Blue,Flyweight
01/30/2016,George Sullivan,Alexander Yakovlev,Blue,Welterweight
01/30/2016,Masio Fullen,Alex Caceres,Blue,Featherweight
01/30/2016,Randy Brown,Matt Dwyer,Red,Welterweight
01/30/2016,Anthony Rocco Martin,Felipe Olivieri,Red,Lightweight
01/17/2016,TJ Dillashaw,Dominick Cruz,Blue,UFC Bantamweight Title
01/17/2016,Eddie Alvarez,Anthony Pettis,Red,Lightweight
01/17/2016,Matt Mitrione,Travis Browne,Blue,Heavyweight
01/17/2016,Francisco Trinaldo,Ross Pearson,Red,Lightweight
01/17/2016,Patrick Cote,Ben Saunders,Red,Welterweight
01/17/2016,Tim Boetsch,Ed Herman,Blue,Light Heavyweight
01/17/2016,Mehdi Baghdad,Chris Wade,Blue,Lightweight
01/17/2016,Luke Sanders,Maximo Blanco,Red,Featherweight
01/17/2016,Paul Felder,Daron Cruickshank,Red,Lightweight
01/17/2016,Ilir Latifi,Sean O'Connell,Red,Light Heavyweight
01/17/2016,Kyle Bochniak,Charles Rosa,Blue,Featherweight
01/17/2016,Joey Gomez,Rob Font,Blue,Bantamweight
01/17/2016,Francimar Barroso,Elvis Mutapcic,Red,Light Heavyweight
01/02/2016,Robbie Lawler,Carlos Condit,Red,UFC Welterweight Title
01/02/2016,Andrei Arlovski,Stipe Miocic,Blue,Heavyweight
01/02/2016,Albert Tumenov,Lorenz Larkin,Red,Welterweight
01/02/2016,Brian Ortega,Diego Brandao,Red,Featherweight
01/02/2016,Abel Trujillo,Tony Sims,Red,Lightweight
01/02/2016,Masanori Kanehara,Michael McDonald,Blue,Bantamweight
01/02/2016,Alex Morono,Kyle Noke,Red,Welterweight
01/02/2016,Justine Kish,Nina Nunes,Red,Women's Strawweight
01/02/2016,Drew Dober,Scott Holtzman,Red,Lightweight
01/02/2016,Joe Duffy,Dustin Poirier,Blue,Lightweight
01/02/2016,Michinori Tanaka,Joe Soto,Red,Bantamweight
01/02/2016,Sheldon Westcott,Edgar Garcia,Red,Welterweight
12/19/2015,Rafael Dos Anjos,Donald Cerrone,Red,UFC Lightweight Title
12/19/2015,Junior Dos Santos,Alistair Overeem,Blue,Heavyweight
12/19/2015,Michael Johnson,Nate Diaz,Blue,Lightweight
12/19/2015,Randa Markos,Karolina Kowalkiewicz,Blue,Women's Strawweight
12/19/2015,Charles Oliveira,Myles Jury,Red,Featherweight
12/19/2015,Nate Marquardt,CB Dollaway,Red,Middleweight
12/19/2015,Sarah Kaufman,Valentina Shevchenko,Blue,Women's Bantamweight
12/19/2015,Tamdan McCrory,Josh Samman,Red,Middleweight
12/19/2015,Danny Castillo,Nik Lentz,Blue,Lightweight
12/19/2015,Kamaru Usman,Leon Edwards,Red,Welterweight
12/19/2015,Vicente Luque,Hayder Hassan,Red,Welterweight
12/19/2015,Francis Ngannou,Luis Henrique,Red,Heavyweight
12/12/2015,Jose Aldo,Conor McGregor,Blue,UFC Featherweight Title
12/12/2015,Chris Weidman,Luke Rockhold,Blue,UFC Middleweight Title
12/12/2015,Yoel Romero,Jacare Souza,Red,Middleweight
12/12/2015,Demian Maia,Gunnar Nelson,Red,Welterweight
12/12/2015,Jeremy Stephens,Max Holloway,Blue,Featherweight
12/12/2015,Frankie Saenz,Urijah Faber,Blue,Bantamweight
12/12/2015,Jocelyn Jones-Lybarger,Tecia Torres,Blue,Women's Strawweight
12/12/2015,Colby Covington,Warlley Alves,Blue,Welterweight
12/12/2015,Kevin Lee,Leonardo Santos,Blue,Lightweight
12/12/2015,Magomed Mustafaev,Joe Proctor,Red,Lightweight
12/12/2015,John Makdessi,Yancy Medeiros,Blue,Lightweight
12/12/2015,Marcio Alexandre Junior,Court McGee,Blue,Welterweight
12/11/2015,Chad Mendes,Frankie Edgar,Blue,Featherweight
12/11/2015,Artem Lobov,Ryan Hall,Blue,Ultimate Fighter 22 Lightweight Tournament Title
12/11/2015,Tony Ferguson,Edson Barboza,Red,Lightweight
12/11/2015,Joe Lauzon,Evan Dunham,Blue,Lightweight
12/11/2015,Jason Knight,Tatsuya Kawajiri,Blue,Featherweight
12/11/2015,Marcin Wrzosek,Julian Erosa,Blue,Lightweight
12/11/2015,Konstantin Erokhin,Gabriel Gonzaga,Blue,Heavyweight
12/11/2015,Ryan LaFlare,Mike Pierce,Red,Welterweight
12/11/2015,Joby Sanchez,Geane Herrera,Blue,Flyweight
12/11/2015,Chris Gruetzemacher,Abner Lloveras,Red,Lightweight
