date,r_fighter,b_fighter,winner,weight_class
09/24/2016,Alan Patrick,Stevie Ray,Red,Lightweight
09/24/2016,Vicente Luque,Hector Urbina,Red,Welterweight
09/24/2016,Glaico Franca Moreira,Gregor Gillespie,Blue,Lightweight
09/17/2016,Dustin Poirier,Michael Johnson,Blue,Lightweight
09/17/2016,Uriah Hall,Derek Brunson,Blue,Middleweight
09/17/2016,Evan Dunham,Ricky Glenn,Red,Lightweight
09/17/2016,Roan Carneiro,Kenny Robertson,Red,Welterweight
09/17/2016,Chris Wade,Islam Makhachev,Blue,Lightweight
09/17/2016,Chas Skelly,Maximo Blanco,Red,Featherweight
09/17/2016,Gabriel Benitez,Sam Sicilia,Red,Featherweight
09/17/2016,Augusto Montano,Belal Muhammad,Blue,Welterweight
09/17/2016,Antonio Carlos Junior,Leonardo Guimaraes,Red,Middleweight
09/17/2016,Jose Quinonez,Joey Gomez,Red,Bantamweight
09/17/2016,Erick Montano,Randy Brown,Blue,Welterweight
09/10/2016,Stipe Miocic,Alistair Overeem,Red,UFC Heavyweight Title
09/10/2016,Fabricio Werdum,Travis Browne,Red,Heavyweight
09/10/2016,CM Punk,Mickey Gall,Blue,Welterweight
09/10/2016,Urijah Faber,Jimmie Rivera,Blue,Bantamweight
09/10/2016,Jessica Andrade,Joanne Wood,Red,Women's Strawweight
09/10/2016,Jessica Eye,Bethe Correia,Blue,Women's Bantamweight
09/10/2016,Brad Tavares,Caio Magalhaes,Red,Middleweight
09/10/2016,Nik Lentz,Michael McBride,Red,Lightweight
09/10/2016,Drew Dober,Jason Gonzalez,Red,Lightweight
09/10/2016,Yancy Medeiros,Sean Spencer,Red,Welterweight
09/03/2016,Andrei Arlovski,Josh Barnett,Blue,Heavyweight
09/03/2016,Alexander Gustafsson,Jan Blachowicz,Red,Light Heavyweight
09/03/2016,Ryan Bader,Ilir Latifi,Red,Light Heavyweight
09/03/2016,Nick Hein,Tae Hyun Bang,Red,Lightweight
09/03/2016,Jessin Ayari,Jim Wallhead,Red,Welterweight
09/03/2016,Peter Sobotta,Nicolas Dalby,Red,Welterweight
09/03/2016,Ashlee Evans-Smith,Veronica Hardy,Red,Women's Bantamweight
09/03/2016,Taylor Lapilus,Leandro Issa,Red,Bantamweight
09/03/2016,Scott Askham,Jack Hermansson,Blue,Middleweight
09/03/2016,Rustam Khabilov,Leandro Silva,Red,Lightweight
08/27/2016,Demian Maia,Carlos Condit,Red,Welterweight
08/27/2016,Anthony Pettis,Charles Oliveira,Red,Featherweight
08/27/2016,Paige VanZant,Bec Rawlings,Red,Women's Strawweight
08/27/2016,Joe Lauzon,Jim Miller,Blue,Lightweight
08/27/2016,Sam Alvey,Kevin Casey,Red,Middleweight
08/27/2016,Enrique Barzola,Kyle Bochniak,Blue,Featherweight
08/27/2016,Garreth McLellan,Alessio Di Chirico,Blue,Middleweight
08/27/2016,Shane Campbell,Felipe Silva,Blue,Lightweight
08/27/2016,Chad Laprise,Thibault Gouti,Red,Lightweight
08/27/2016,Jeremy Kennedy,Alex Ricci,Red,Lightweight
08/20/2016,Nate Diaz,Conor McGregor,Blue,Welterweight
08/20/2016,Anthony Johnson,Glover Teixeira,Red,Light Heavyweight
08/20/2016,Rick Story,Donald Cerrone,Blue,Welterweight
08/20/2016,Hyun Gyu Lim,Mike Perry,Blue,Welterweight
08/20/2016,Tim Means,Sabah Homasi,Red,Welterweight
08/20/2016,Cody Garbrandt,Takeya Mizugaki,Red,Bantamweight
08/20/2016,Raquel Pennington,Elizabeth Phillips,Red,Women's Bantamweight
08/20/2016,Artem Lobov,Chris Avila,Red,Featherweight
08/20/2016,Randa Markos,Cortney Casey,Blue,Women's Strawweight
08/20/2016,Neil Magny,Lorenz Larkin,Blue,Welterweight
08/20/2016,Colby Covington,Max Griffin,Red,Welterweight
08/20/2016,Alberto Uda,Marvin Vettori,Blue,Middleweight
08/06/2016,Yair Rodriguez,Alex Caceres,Red,Featherweight
08/06/2016,Dennis Bermudez,Rony Jason,Red,Featherweight
08/06/2016,Thales Leites,Chris Camozzi,Red,Middleweight
08/06/2016,Santiago Ponzinibbio,Zak Cummings,Red,Welterweight
08/06/2016,Trevor Smith,Joseph Gigliotti,Red,Middleweight
08/06/2016,Maryna Moroz,Danielle Taylor,Red,Women's Strawweight
08/06/2016,Court McGee,Dominique Steele,Red,Welterweight
08/06/2016,Viktor Pesta,Marcin Tybura,Blue,Heavyweight
08/06/2016,David Teymur,Jason Novelli,Red,Lightweight
08/06/2016,Teruto Ishihara,Horacio Gutierrez,Red,Featherweight
08/06/2016,Cub Swanson,Tatsuya Kawajiri,Red,Featherweight
08/06/2016,Chase Sherman,Justin Ledet,Blue,Heavyweight
07/30/2016,Robbie Lawler,Tyron Woodley,Blue,UFC Welterweight Title
07/30/2016,Rose Namajunas,Karolina Kowalkiewicz,Blue,Women's Strawweight
07/30/2016,Matt Brown,Jake Ellenberger,Blue,Welterweight
07/30/2016,Francisco Rivera,Erik Perez,Blue,Bantamweight
07/30/2016,Ryan Benoit,Fredy Serrano,Red,Flyweight
07/30/2016,Nikita Krylov,Ed Herman,Red,Light Heavyweight
07/30/2016,Ross Pearson,Jorge Masvidal,Blue,Welterweight
07/30/2016,Anthony Hamilton,Damian Grabowski,Red,Heavyweight
07/30/2016,Wilson Reis,Hector Sandoval,Red,Flyweight
07/30/2016,Cesar Arzamendia,Damien Brown,Blue,Lightweight
07/23/2016,Holly Holm,Valentina Shevchenko,Blue,Women's Bantamweight
07/23/2016,Edson Barboza,Gilbert Melendez,Red,Lightweight
07/23/2016,Francis Ngannou,Bojan Mihajlovic,Red,Heavyweight
07/23/2016,Felice Herrig,Kailin Curran,Red,Women's Strawweight
07/23/2016,Frankie Saenz,Eddie Wineland,Blue,Bantamweight
07/23/2016,Darren Elkins,Godofredo Pepey,Red,Featherweight
07/23/2016,Kamaru Usman,Alexander Yakovlev,Red,Welterweight
07/23/2016,Michel Prazeres,JC Cottrell,Red,Lightweight
07/23/2016,Alex Oliveira,James Moontasri,Red,Welterweight
07/23/2016,Jim Alers,Jason Knight,Blue,Featherweight
07/23/2016,Luis Henrique,Dmitrii Smoliakov,Red,Heavyweight
07/13/2016,Michael McDonald,John Lineker,Blue,Bantamweight
07/13/2016,Tony Ferguson,Lando Vannata,Red,Lightweight
07/13/2016,Tim Boetsch,Josh Samman,Red,Middleweight
07/13/2016,Aleksei Oleinik,Daniel Omielanczuk,Blue,Heavyweight
07/13/2016,Kyle Noke,Keita Nakamura,Blue,Welterweight
07/13/2016,Louis Smolka,Ben Nguyen,Red,Flyweight
07/13/2016,Lauren Murphy,Katlyn Cerminara,Blue,Women's Bantamweight
07/13/2016,Eric Spicely,Sam Alvey,Blue,Middleweight
07/13/2016,Cortney Casey,Cristina Stanciu,Red,Women's Strawweight
07/13/2016,Scott Holtzman,Cody Pfister,Red,Lightweight
07/13/2016,Rani Yahya,Matthew Lopez,Red,Bantamweight
07/13/2016,Devin Clark,Alex Nicholson,Blue,Middleweight
07/09/2016,Miesha Tate,Amanda Nunes,Blue,UFC Women's Bantamweight Title
07/09/2016,Daniel Cormier,Anderson Silva,Red,Light Heavyweight
07/09/2016,Jose Aldo,Frankie Edgar,Red,UFC Interim Featherweight Title
07/09/2016,Cain Velasquez,Travis Browne,Red,Heavyweight
07/09/2016,Cat Zingano,Julianna Pena,Blue,Women's Bantamweight
07/09/2016,Johny Hendricks,Kelvin Gastelum,Blue,Welterweight
07/09/2016,TJ Dillashaw,Raphael Assuncao,Red,Bantamweight
07/09/2016,Sage Northcutt,Enrique Marin,Red,Lightweight
07/09/2016,Diego Sanchez,Joe Lauzon,Blue,Lightweight
07/09/2016,Gegard Mousasi,Thiago Santos,Red,Middleweight
07/09/2016,Jim Miller,Takanori Gomi,Red,Lightweight
07/08/2016,Joanna Jedrzejczyk,Claudia Gadelha,Red,UFC Women's Strawweight Title
07/08/2016,Andrew Sanchez,Khalil Rountree Jr.,Red,Ultimate Fighter 23 Light Heavyweight Tournament Title
07/08/2016,Tatiana Suarez,Amanda Cooper,Red,Ultimate Fighter 23 Women's Strawweight Tournament Title
07/08/2016,Ross Pearson,Will Brooks,Blue,Lightweight
07/08/2016,Dooho Choi,Thiago Tavares,Red,Featherweight
07/08/2016,Joaquim Silva,Andrew Holbrook,Red,Lightweight
07/08/2016,Gray Maynard,Fernando Bruno,Red,Featherweight
07/08/2016,John Moraga,Matheus Nicolau,Blue,Flyweight
07/08/2016,Cory Hendricks,Josh Stansbury,Blue,Light Heavyweight
07/08/2016,Cezar Ferreira,Anthony Smith,Red,Middleweight
07/08/2016,Jake Matthews,Kevin Lee,Blue,Lightweight
07/08/2016,Li Jingliang,Anton Zafir,Red,Welterweight
07/07/2016,Rafael Dos Anjos,Eddie Alvarez,Blue,UFC Lightweight Title
07/07/2016,Roy Nelson,Derrick Lewis,Blue,Heavyweight
07/07/2016,Alan Jouban,Belal Muhammad,Red,Welterweight
07/07/2016,Joe Duffy,Mitch Clarke,Red,Lightweight
07/07/2016,Mike Pyle,Alberto Mina,Blue,Welterweight
07/07/2016,John Makdessi,Mehdi Baghdad,Red,Lightweight
07/07/2016,Anthony Birchak,Dileno Lopes,Red,Bantamweight
07/07/2016,Russell Doane,Pedro Munhoz,Blue,Bantamweight
07/07/2016,Felipe Arantes,Jerrod Sanders,Red,Bantamweight
07/07/2016,Gilbert Burns,Lukasz Sajewski,Red,Lightweight
07/07/2016,Marco Beltran,Reginaldo Vieira,Red,Bantamweight
07/07/2016,Vicente Luque,Alvaro Herrera Mendoza,Red,Welterweight
06/18/2016,Rory MacDonald,Stephen Thompson,Blue,Welterweight
06/18/2016,Donald Cerrone,Patrick Cote,Red,Welterweight
06/18/2016,Steve Bosse,Sean O'Connell,Red,Light Heavyweight
06/18/2016,Olivier Aubin-Mercier,Thibault Gouti,Red,Lightweight
06/18/2016,Valerie Letourneau,Joanne Wood,Blue,Women's Flyweight
06/18/2016,Jason Saggo,Leandro Silva,Red,Lightweight
06/18/2016,Misha Cirkunov,Ion Cutelaba,Red,Light Heavyweight
06/18/2016,Tamdan McCrory,Krzysztof Jotko,Blue,Middleweight
06/18/2016,Chris Beal,Joe Soto,Blue,Bantamweight
06/18/2016,Elias Theodorou,Sam Alvey,Red,Middleweight
06/18/2016,Randa Markos,Jocelyn Jones-Lybarger,Red,Women's Strawweight
06/18/2016,Colby Covington,Jonathan Meunier,Red,Welterweight
06/18/2016,Ali Bagautinov,Geane Herrera,Red,Flyweight
06/04/2016,Luke Rockhold,Michael Bisping,Blue,UFC Middleweight Title
06/04/2016,Dominick Cruz,Urijah Faber,Red,UFC Bantamweight Title
06/04/2016,Max Holloway,Ricardo Lamas,Red,Featherweight
06/04/2016,Dan Henderson,Hector Lombard,Red,Middleweight
06/04/2016,Dustin Poirier,Bobby Green,Red,Lightweight
06/04/2016,Brian Ortega,Clay Guida,Red,Featherweight
06/04/2016,Beneil Dariush,James Vick,Red,Lightweight
06/04/2016,Jessica Penne,Jessica Andrade,Blue,Women's Strawweight
06/04/2016,Cole Miller,Alex Caceres,Blue,Featherweight
06/04/2016,Sean Strickland,Tom Breese,Red,Welterweight
06/04/2016,Jonathan Wilson,Henrique da Silva,Blue,Light Heavyweight
06/04/2016,Marco Polo Reyes,Dong Hyun Ma,Red,Lightweight
05/29/2016,Thomas Almeida,Cody Garbrandt,Blue,Bantamweight
05/29/2016,Renan Barao,Jeremy Stephens,Blue,Featherweight
05/29/2016,Tarec Saffiedine,Rick Story,Blue,Welterweight
05/29/2016,Chris Camozzi,Vitor Miranda,Red,Middleweight
05/29/2016,Jorge Masvidal,Lorenz Larkin,Blue,Welterweight
05/29/2016,Joshua Burkman,Paul Felder,Blue,Lightweight
05/29/2016,Sara McMann,Jessica Eye,Red,Women's Bantamweight
05/29/2016,Abel Trujillo,Jordan Rinaldi,Red,Lightweight
05/29/2016,Jake Collier,Alberto Uda,Red,Middleweight
05/29/2016,Erik Koch,Shane Campbell,Red,Lightweight
05/29/2016,Aljamain Sterling,Bryan Caraway,Blue,Bantamweight
05/29/2016,Chris de la Rocha,Adam Milstead,Blue,Heavyweight
05/14/2016,Fabricio Werdum,Stipe Miocic,Blue,UFC Heavyweight Title
05/14/2016,Jacare Souza,Vitor Belfort,Red,Middleweight
05/14/2016,Cristiane Justino,Leslie Smith,Red,Catch Weight
05/14/2016,Mauricio Rua,Corey Anderson,Red,Light Heavyweight
05/14/2016,Warlley Alves,Bryan Barberena,Blue,Welterweight
05/14/2016,Demian Maia,Matt Brown,Red,Welterweight
05/14/2016,Thiago Santos,Nate Marquardt,Red,Middleweight
05/14/2016,Francisco Trinaldo,Yancy Medeiros,Red,Lightweight
05/14/2016,John Lineker,Rob Font,Red,Bantamweight
05/14/2016,Rogerio Nogueira,Patrick Cummins,Red,Light Heavyweight
05/14/2016,Renato Moicano,Zubaira Tukhugov,Red,Featherweight
05/08/2016,Alistair Overeem,Andrei Arlovski,Red,Heavyweight
05/08/2016,Antonio Silva,Stefan Struve,Blue,Heavyweight
05/08/2016,Albert Tumenov,Gunnar Nelson,Blue,Welterweight
05/08/2016,Germaine de Randamie,Anna Elmose,Red,Women's Bantamweight
05/08/2016,Nikita Krylov,Francimar Barroso,Red,Light Heavyweight
05/08/2016,Karolina Kowalkiewicz,Heather Clark,Red,Women's Strawweight
05/08/2016,Rustam Khabilov,Chris Wade,Red,Lightweight
05/08/2016,Magnus Cedenblad,Garreth McLellan,Red,Middleweight
05/08/2016,Jon Tuck,Josh Emmett,Blue,Lightweight
05/08/2016,Yan Cabral,Reza Madadi,Blue,Lightweight
05/08/2016,Kyoji Horiguchi,Neil Seery,Red,Flyweight
05/08/2016,Leon Edwards,Dominic Waters,Red,Welterweight
05/08/2016,Yuta Sasaki,Willie Gates,Red,Flyweight
04/23/2016,Jon Jones,Ovince Saint Preux,Red,UFC Interim Light Heavyweight Title
04/23/2016,Demetrious Johnson,Henry Cejudo,Red,UFC Flyweight Title
04/23/2016,Anthony Pettis,Edson Barboza,Blue,Lightweight
04/23/2016,Robert Whittaker,Rafael Natal,Red,Middleweight
04/23/2016,Yair Rodriguez,Andre Fili,Red,Featherweight
04/23/2016,Sergio Pettis,Chris Kelades,Red,Flyweight
04/23/2016,Danny Roberts,Dominique Steele,Red,Welterweight
04/23/2016,Carla Esparza,Juliana Lima,Red,Women's Strawweight
04/23/2016,Glaico Franca Moreira,James Vick,Blue,Lightweight
04/23/2016,Walt Harris,Cody East,Red,Heavyweight
04/23/2016,Marcos Rogerio de Lima,Clint Hester,Red,Light Heavyweight
04/23/2016,Efrain Escudero,Kevin Lee,Blue,Lightweight
04/16/2016,Glover Teixeira,Rashad Evans,Red,Light Heavyweight
04/16/2016,Rose Namajunas,Tecia Torres,Red,Women's Strawweight
04/16/2016,Khabib Nurmagomedov,Darrell Horcher,Red,Catch Weight
04/16/2016,Cub Swanson,Hacran Dias,Red,Featherweight
04/16/2016,Beneil Dariush,Michael Chiesa,Blue,Lightweight
04/16/2016,Bethe Correia,Raquel Pennington,Blue,Women's Bantamweight
04/16/2016,Court McGee,Santiago Ponzinibbio,Blue,Welterweight
04/16/2016,Randy Brown,Michael Graves,Blue,Welterweight
04/16/2016,John Dodson,Manvel Gamburyan,Red,Bantamweight
04/16/2016,Oluwale Bamgbose,Cezar Ferreira,Blue,Middleweight
04/16/2016,Elizeu Zaleski dos Santos,Omari Akhmedov,Red,Welterweight
04/10/2016,Ben Rothwell,Junior Dos Santos,Blue,Heavyweight
04/10/2016,Derrick Lewis,Gabriel Gonzaga,Red,Heavyweight
04/10/2016,Francis Ngannou,Curtis Blaydes,Red,Heavyweight
04/10/2016,Timothy Johnson,Marcin Tybura,Red,Heavyweight
04/10/2016,Igor Pokrajac,Jan Blachowicz,Blue,Light Heavyweight
04/10/2016,Maryna Moroz,Cristina Stanciu,Red,Women's Strawweight
04/10/2016,Nicolas Dalby,Zak Cummings,Blue,Welterweight
04/10/2016,Ian Entwistle,Alejandro Perez,Blue,Bantamweight
04/10/2016,Mairbek Taisumov,Damir Hadzovic,Red,Lightweight
04/10/2016,Filip Pejic,Damian Stasiak,Blue,Bantamweight
04/10/2016,Robert Whiteford,Lucas Martins,Blue,Featherweight
04/10/2016,Jared Cannonier,Cyril Asker,Red,Heavyweight
04/10/2016,Alessio Di Chirico,Bojan Velickovic,Blue,Middleweight
03/19/2016,Mark Hunt,Frank Mir,Red,Heavyweight
03/19/2016,Hector Lombard,Neil Magny,Blue,Welterweight
03/19/2016,Jake Matthews,Johnny Case,Red,Lightweight
03/19/2016,Daniel Kelly,Antonio Carlos Junior,Red,Middleweight
03/19/2016,James Te Huna,Steve Bosse,Blue,Light Heavyweight
03/19/2016,Bec Rawlings,Seo Hee Ham,Red,Women's Strawweight
03/19/2016,Brendan O'Reilly,Alan Jouban,Blue,Welterweight
03/19/2016,Dan Hooker,Mark Eddiva,Red,Featherweight
03/19/2016,Leslie Smith,Rin Nakai,Red,Women's Bantamweight
03/19/2016,Richard Walsh,Viscardi Andrade,Blue,Welterweight
03/19/2016,Ross Pearson,Chad Laprise,Red,Lightweight
03/19/2016,Alan Patrick,Damien Brown,Red,Lightweight
03/05/2016,Conor McGregor,Nate Diaz,Blue,Welterweight
03/05/2016,Holly Holm,Miesha Tate,Blue,UFC Women's Bantamweight Title
03/05/2016,Gian Villante,Ilir Latifi,Blue,Light Heavyweight
03/05/2016,Corey Anderson,Tom Lawlor,Red,Light Heavyweight
03/05/2016,Amanda Nunes,Valentina Shevchenko,Red,Women's Bantamweight
03/05/2016,Brandon Thatch,Siyar Bahadurzada,Blue,Welterweight
03/05/2016,Erick Silva,Nordine Taleb,Blue,Welterweight
03/05/2016,Vitor Miranda,Marcelo Guimaraes,Red,Middleweight
03/05/2016,Darren Elkins,Chas Skelly,Red,Featherweight
03/05/2016,Diego Sanchez,Jim Miller,Red,Lightweight
03/05/2016,Jason Saggo,Justin Salas,Red,Lightweight
03/05/2016,Julian Erosa,Teruto Ishihara,Blue,Featherweight
02/27/2016,Anderson Silva,Michael Bisping,Blue,Middleweight
02/27/2016,Gegard Mousasi,Thales Leites,Red,Middleweight
02/27/2016,Tom Breese,Keita Nakamura,Red,Welterweight
02/27/2016,Francisco Rivera,Brad Pickett,Blue,Bantamweight
02/27/2016,Mike Wilkinson,Makwan Amirkhani,Blue,Featherweight
02/27/2016,Davey Grant,Marlon Vera,Red,Bantamweight
02/27/2016,Scott Askham,Chris Dempsey,Red,Middleweight
02/27/2016,Arnold Allen,Yaotzin Meza,Red,Featherweight
02/27/2016,Brad Scott,Krzysztof Jotko,Blue,Middleweight
02/27/2016,Norman Parke,Rustam Khabilov,Blue,Lightweight
02/27/2016,Daniel Omielanczuk,Jarjis Danho,Red,Heavyweight
02/27/2016,Teemu Packalen,Thibault Gouti,Red,Lightweight
02/27/2016,David Teymur,Martin Svensson,Red,Lightweight
02/21/2016,Donald Cerrone,Alex Oliveira,Red,Welterweight
02/21/2016,Derek Brunson,Roan Carneiro,Red,Middleweight
02/21/2016,Cody Garbrandt,Augusto Mendes,Red,Catch Weight
02/21/2016,Dennis Bermudez,Tatsuya Kawajiri,Red,Featherweight
02/21/2016,Chris Camozzi,Joe Riggs,Red,Middleweight
02/21/2016,James Krause,Shane Campbell,Red,Lightweight
02/21/2016,Alex Garcia,Sean Strickland,Blue,Welterweight
02/21/2016,Daniel Sarafian,Oluwale Bamgbose,Blue,Middleweight
02/21/2016,Anthony Smith,Leonardo Guimaraes,Red,Middleweight
02/21/2016,Jonavin Webb,Nathan Coy,Blue,Welterweight
02/21/2016,Marion Reneau,Ashlee Evans-Smith,Blue,Women's Bantamweight
02/21/2016,Lauren Murphy,Kelly Faszholz,Red,Women's Bantamweight
02/21/2016,Anthony Hamilton,Shamil Abdurakhimov,Blue,Heavyweight
02/06/2016,Johny Hendricks,Stephen Thompson,Blue,Welterweight
02/06/2016,Roy Nelson,Jared Rosholt,Red,Heavyweight
02/06/2016,Ovince Saint Preux,Rafael Cavalcante,Red,Light Heavyweight
02/06/2016,Joseph Benavidez,Zach Makovsky,Red,Flyweight
02/06/2016,Misha Cirkunov,Alex Nicholson,Red,Light Heavyweight
02/06/2016,Mike Pyle,Sean Spencer,Red,Welterweight
02/06/2016,Joshua Burkman,KJ Noons,Red,Lightweight
02/06/2016,Derrick Lewis,Damian Grabowski,Red,Heavyweight
02/06/2016,Ray Borg,Justin Scoggins,Blue,Flyweight
02/06/2016,Noad Lahat,Diego Rivas,Blue,Featherweight
02/06/2016,Mickey Gall,Mike Jackson,Red,Welterweight
02/06/2016,Artem Lobov,Alex White,Blue,Featherweight
01/30/2016,Anthony Johnson,Ryan Bader,Red,Light Heavyweight
01/30/2016,Josh Barnett,Ben Rothwell,Blue,Heavyweight
01/30/2016,Iuri Alcantara,Jimmie Rivera,Blue,Bantamweight
01/30/2016,Sage Northcutt,Bryan Barberena,Blue,Welterweight
01/30/2016,Tarec Saffiedine,Jake Ellenberger,Red,Welterweight
01/30/2016,Olivier Aubin-Mercier,Diego Ferreira,Blue,Lightweight
01/30/2016,Rafael Natal,Kevin Casey,Red,Middleweight
01/30/2016,Dustin Ortiz,Wilson Reis,Blue,Flyweight
01/30/2016,George Sullivan,Alexander Yakovlev,Blue,Welterweight
01/30/2016,Alex Caceres,Masio Fullen,Red,Featherweight
01/30/2016,Matt Dwyer,Randy Brown,Blue,Welterweight
01/30/2016,Anthony Rocco Martin,Felipe Olivieri,Red,Lightweight
01/17/2016,TJ Dillashaw,Dominick Cruz,Blue,UFC Bantamweight Title
01/17/2016,Anthony Pettis,Eddie Alvarez,Blue,Lightweight
01/17/2016,Travis Browne,Matt Mitrione,Red,Heavyweight
01/17/2016,Ross Pearson,Francisco Trinaldo,Blue,Lightweight
01/17/2016,Patrick Cote,Ben Saunders,Red,Welterweight
01/17/2016,Tim Boetsch,Ed Herman,Blue,Light Heavyweight
01/17/2016,Chris Wade,Mehdi Baghdad,Red,Lightweight
01/17/2016,Maximo Blanco,Luke Sanders,Blue,Featherweight
01/17/2016,Paul Felder,Daron Cruickshank,Red,Lightweight
01/17/2016,Ilir Latifi,Sean O'Connell,Red,Light Heavyweight
01/17/2016,Charles Rosa,Kyle Bochniak,Red,Featherweight
01/17/2016,Rob Font,Joey Gomez,Red,Bantamweight
01/17/2016,Francimar Barroso,Elvis Mutapcic,Red,Light Heavyweight
01/02/2016,Robbie Lawler,Carlos Condit,Red,UFC Welterweight Title
01/02/2016,Stipe Miocic,Andrei Arlovski,Red,Heavyweight
01/02/2016,Lorenz Larkin,Albert Tumenov,Blue,Welterweight
01/02/2016,Diego Brandao,Brian Ortega,Blue,Featherweight
01/02/2016,Abel Trujillo,Tony Sims,Red,Lightweight
01/02/2016,Michael McDonald,Masanori Kanehara,Red,Bantamweight
01/02/2016,Kyle Noke,Alex Morono,Blue,Welterweight
01/02/2016,Justine Kish,Nina Nunes,Red,Women's Strawweight
01/02/2016,Scott Holtzman,Drew Dober,Blue,Lightweight
01/02/2016,Dustin Poirier,Joe Duffy,Red,Lightweight
01/02/2016,Joe Soto,Michinori Tanaka,Blue,Bantamweight
01/02/2016,Sheldon Westcott,Edgar Garcia,Red,Welterweight
12/19/2015,Rafael Dos Anjos,Donald Cerrone,Red,UFC Lightweight Title
12/19/2015,Junior Dos Santos,Alistair Overeem,Blue,Heavyweight
12/19/2015,Michael Johnson,Nate Diaz,Blue,Lightweight
12/19/2015,Randa Markos,Karolina Kowalkiewicz,Blue,Women's Strawweight
12/19/2015,Charles Oliveira,Myles Jury,Red,Featherweight
12/19/2015,CB Dollaway,Nate Marquardt,Blue,Middleweight
12/19/2015,Sarah Kaufman,Valentina Shevchenko,Blue,Women's Bantamweight
12/19/2015,Josh Samman,Tamdan McCrory,Blue,Middleweight
12/19/2015,Nik Lentz,Danny Castillo,Red,Lightweight
12/19/2015,Kamaru Usman,Leon Edwards,Red,Welterweight
12/19/2015,Hayder Hassan,Vicente Luque,Blue,Welterweight
12/19/2015,Francis Ngannou,Luis Henrique,Red,Heavyweight
12/12/2015,Jose Aldo,Conor McGregor,Blue,UFC Featherweight Title
12/12/2015,Chris Weidman,Luke Rockhold,Blue,UFC Middleweight Title
12/12/2015,Jacare Souza,Yoel Romero,Blue,Middleweight
12/12/2015,Demian Maia,Gunnar Nelson,Red,Welterweight
12/12/2015,Max Holloway,Jeremy Stephens,Red,Featherweight
12/12/2015,Urijah Faber,Frankie Saenz,Red,Bantamweight
12/12/2015,Tecia Torres,Jocelyn Jones-Lybarger,Red,Women's Strawweight
12/12/2015,Warlley Alves,Colby Covington,Red,Welterweight
12/12/2015,Leonardo Santos,Kevin Lee,Red,Lightweight
12/12/2015,Joe Proctor,Magomed Mustafaev,Blue,Lightweight
12/12/2015,John Makdessi,Yancy Medeiros,Blue,Lightweight
12/12/2015,Court McGee,Marcio Alexandre Junior,Red,Welterweight
12/11/2015,Frankie Edgar,Chad Mendes,Red,Featherweight
12/11/2015,Artem Lobov,Ryan Hall,Blue,Ultimate Fighter 22 Lightweight Tournament Title
12/11/2015,Edson Barboza,Tony Ferguson,Blue,Lightweight
12/11/2015,Joe Lauzon,Evan Dunham,Blue,Lightweight
12/11/2015,Tatsuya Kawajiri,Jason Knight,Red,Featherweight
12/11/2015,Julian Erosa,Marcin Wrzosek,Red,Lightweight
12/11/2015,Gabriel Gonzaga,Konstantin Erokhin,Red,Heavyweight
12/11/2015,Ryan LaFlare,Mike Pierce,Red,Welterweight
12/11/2015,Joby Sanchez,Geane Herrera,Blue,Flyweight
12/11/2015,Chris Gruetzemacher,Abner Lloveras,Red,Lightweight
12/10/2015,Rose Namajunas,Paige VanZant,Red,Women's Strawweight
12/10/2015,Jim Miller,Michael Chiesa,Blue,Lightweight
12/10/2015,Sage Northcutt,Cody Pfister,Red,Lightweight
12/10/2015,Elias Theodorou,Thiago Santos,Blue,Middleweight
12/10/2015,Tim Means,John Howard,Red,Welterweight
12/10/2015,Omari Akhmedov,Sergio Moraes,Blue,Welterweight
12/10/2015,Aljamain Sterling,Johnny Eduardo,Red,Bantamweight
12/10/2015,Santiago Ponzinibbio,Andreas Stahl,Red,Welterweight
12/10/2015,Danny Roberts,Nathan Coy,Red,Welterweight
12/10/2015,Zubaira Tukhugov,Phillipe Nover,Red,Featherweight
12/10/2015,Kailin Curran,Emily Kagan,Red,Women's Strawweight
11/28/2015,Benson Henderson,Jorge Masvidal,Red,Welterweight
11/28/2015,Dong Hyun Kim,Dominic Waters,Red,Welterweight
11/28/2015,Yoshihiro Akiyama,Alberto Mina,Blue,Welterweight
11/28/2015,Dooho Choi,Sam Sicilia,Red,Featherweight
11/28/2015,Dongi Yang,Jake Collier,Red,Middleweight
11/28/2015,Yui Chul Nam,Mike de la Torre,Blue,Featherweight
11/28/2015,Tae Hyun Bang,Leo Kuntz,Red,Lightweight
11/28/2015,Seo Hee Ham,Cortney Casey,Red,Women's Strawweight
11/28/2015,Yao Zhikui,Fredy Serrano,Blue,Flyweight
11/28/2015,Guangyou Ning,Marco Beltran,Blue,Bantamweight
11/28/2015,Dominique Steele,Dong Hyun Ma,Red,Welterweight
11/21/2015,Neil Magny,Kelvin Gastelum,Red,Welterweight
11/21/2015,Ricardo Lamas,Diego Sanchez,Red,Featherweight
11/21/2015,Jussier Formiga,Henry Cejudo,Blue,Flyweight
11/21/2015,Erick Montano,Enrique Marin,Red,Ultimate Fighter Latin America 2 Welterweight Tournament Title
11/21/2015,Horacio Gutierrez,Enrique Barzola,Blue,Ultimate Fighter Latin America 2 Lightweight Tournament Title
11/21/2015,Efrain Escudero,Leandro Silva,Blue,Lightweight
11/21/2015,Erik Perez,Taylor Lapilus,Red,Bantamweight
11/21/2015,Hector Urbina,Bartosz Fabinski,Blue,Welterweight
